userPrincipalName,displayName,department,jobTitle,jobFamily,costCenter,businessUnit,usageLocation,country,manager,companyName
user000194@example.com,Rowan Wright,IT Service Desk,Tier 1 Tech,Tier 1 Tech,CC-ITSD-5429,Corporate,IN,IN,it.mgr04@example.com,Contoso Ltd
user000196@example.com,Sutton Lee,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr01@example.com,Contoso Ltd
user000197@example.com,Finley Garcia,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr03@example.com,Contoso Ltd
user000198@example.com,Ellis Jackson,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr04@example.com,Contoso Ltd
user000199@example.com,Rowan King,Clinical Operations,Clinical Analyst,Clinical Analyst,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr03@example.com,Contoso Ltd
user000200@example.com,Hayden Young,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000202@example.com,Marlowe Moore,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000203@example.com,Blake Chen,Data & Analytics,ML Engineer,ML Engineer,CC-DATA-3176,Product & Analytics,IE,IE,data.mgr02@example.com,Contoso Ltd
user000204@example.com,Casey Harris,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-3176,Product & Analytics,IE,IE,data.mgr03@example.com,Contoso Ltd
user000205@example.com,Devon Lopez,Member Services,CSR,CSR,CC-MBRS-4965,Corporate,US,US,member.mgr03@example.com,Contoso Ltd
user000207@example.com,Jamie Chen,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-4965,Corporate,US,US,member.mgr02@example.com,Contoso Ltd
user000208@example.com,Finley Allen,Engineering,SRE,SRE,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr01@example.com,Contoso Ltd
user000210@example.com,Emerson Allen,Engineering,Eng Manager,Eng Manager,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr01@example.com,Contoso Ltd
user000211@example.com,Rowan Williams,Member Services,CSR,CSR,CC-MBRS-7268,Corporate,IN,IN,member.mgr04@example.com,Contoso Ltd
user000212@example.com,Blake Chen,Pharmacy Benefits,Pharmacy Tech,Pharmacy Tech,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr03@example.com,Contoso Ltd
user000213@example.com,Blake Moore,Finance,FP&A Manager,FP&A Manager,CC-FINX-3628,Corporate,US,US,finance.mgr02@example.com,Contoso Ltd
user000214@example.com,Sutton White,Member Services,Quality Analyst,Quality Analyst,CC-MBRS-7268,Corporate,IN,IN,member.mgr01@example.com,Contoso Ltd
user000215@example.com,Marlowe Miller,Data & Analytics,Data Analyst,Data Analyst,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
user000216@example.com,Rowan Davis,Engineering,SRE,SRE,CC-ENGR-5096,Corporate,IN,IN,engineering.mgr01@example.com,Contoso Ltd
user000217@example.com,Parker Martin,Claims Processing,Recovery Specialist,Recovery Specialist,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000219@example.com,Sloan Young,Pharmacy Benefits,PBM Analyst,PBM Analyst,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000220@example.com,Harper Patel,Clinical Operations,Care Coordinator,Care Coordinator,CC-CLIN-5440,Clinical & Care,US,US,clinical.mgr02@example.com,Contoso Ltd
user000223@example.com,Phoenix Brown,Pharmacy Benefits,Formulary Specialist,Formulary Specialist,CC-RXBM-6855,Corporate,US,US,pharmacy.mgr01@example.com,Contoso Ltd
user000224@example.com,Marlowe Jackson,Claims Processing,Claims Auditor,Claims Auditor,CC-CLMS-4306,Claims & Benefits,US,US,claims.mgr01@example.com,Contoso Ltd
user000225@example.com,Sage Chen,Engineering,Eng Manager,Eng Manager,CC-ENGR-4968,Corporate,US,US,engineering.mgr01@example.com,Contoso Ltd
user000226@example.com,Sutton Walker,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr02@example.com,Contoso Ltd
user000228@example.com,Jamie Walker,Network Management,Contract Negotiator,Contract Negotiator,CC-NTWK-4645,Corporate,US,US,network.mgr02@example.com,Contoso Ltd
user000229@example.com,Casey King,Data & Analytics,Data Scientist,Data Scientist,CC-DATA-5351,Product & Analytics,US,US,data.mgr04@example.com,Contoso Ltd
